Base,Base_Description,Base_Category,Recommended,Rec_Description,Rec_Category,Confidence,Lift,Count,Interpretation
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.8805970149253731,248.78675117562872,59,Strong (bundle)
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,0.8805970149253731,248.78675117562872,59,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8082191780821918,248.78675117562872,59,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8082191780821918,248.78675117562872,59,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8082191780821918,248.78675117562872,59,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8082191780821918,248.78675117562872,59,Strong (bundle)
22345,PARTY PIZZA DISH BLUE POLKADOT,Other,22344,PARTY PIZZA DISH PINK POLKADOT,Other,0.8028169014084507,217.85915492957747,57,Strong (bundle)
22344,PARTY PIZZA DISH PINK POLKADOT,Other,22345,PARTY PIZZA DISH BLUE POLKADOT,Other,0.75,217.85915492957747,57,Strong (bundle)
22346,PARTY PIZZA DISH GREEN POLKADOT,Other,22343,PARTY PIZZA DISH RED RETROSPOT,Garden & Outdoor,0.8813559322033898,193.37324197619907,52,Strong (bundle)
22343,PARTY PIZZA DISH RED RETROSPOT,Garden & Outdoor,22346,PARTY PIZZA DISH GREEN POLKADOT,Other,0.5531914893617021,193.37324197619907,52,Strong (bundle)
