Base,Base_Description,Base_Category,Recommended,Rec_Description,Rec_Category,Confidence,Lift,Count,Interpretation
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8548387096774194,264.46413095811266,53,Strong (bundle)
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8548387096774194,264.46413095811266,53,Strong (bundle)
84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8548387096774194,264.46413095811266,53,Strong (bundle)
84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8548387096774194,264.46413095811266,53,Strong (bundle)
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.7910447761194029,264.46413095811266,53,Strong (bundle)
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,0.7910447761194029,264.46413095811266,53,Strong (bundle)
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.7910447761194029,264.46413095811266,53,Strong (bundle)
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,0.7910447761194029,264.46413095811266,53,Strong (bundle)
21847,GREEN  DIAMANTE PEN IN GIFT BOX,Storage & Furniture,85095,THREE CANVAS LUGGAGE TAGS,Stationery,0.6060606060606061,261.71717171717177,20,Strong (bundle)
85095,THREE CANVAS LUGGAGE TAGS,Stationery,21847,GREEN  DIAMANTE PEN IN GIFT BOX,Storage & Furniture,0.4166666666666667,261.7171717171717,20,Strong (bundle)
84313B,BLUE TV TRAY TABLE ,Kitchen & Tableware,20699,MOUSEY LONG LEGS SOFT TOY,Toys & Children,0.5128205128205128,259.2620387742339,20,Strong (bundle)
20699,MOUSEY LONG LEGS SOFT TOY,Toys & Children,84313B,BLUE TV TRAY TABLE ,Kitchen & Tableware,0.4878048780487805,259.2620387742339,20,Strong (bundle)
84660C,PINK STITCHED WALL CLOCK,Decor & Gifts,84660B,BLACK STITCHED WALL CLOCK,Decor & Gifts,0.5,259.1,23,Strong (bundle)
84660C,,Other,84660B,BLACK STITCHED WALL CLOCK,Decor & Gifts,0.5,259.1,23,Strong (bundle)
22257,FELT FARM ANIMAL SHEEP,Animal & Pet,84251C,"GREETING CARD, TWO SISTERS.",Storage & Furniture,0.5,259.1,21,Strong (bundle)
84660B,BLACK STITCHED WALL CLOCK,Decor & Gifts,84660C,PINK STITCHED WALL CLOCK,Decor & Gifts,0.575,259.09999999999997,23,Strong (bundle)
84660B,BLACK STITCHED WALL CLOCK,Decor & Gifts,84660C,,Other,0.575,259.09999999999997,23,Strong (bundle)
84251C,"GREETING CARD, TWO SISTERS.",Storage & Furniture,22257,FELT FARM ANIMAL SHEEP,Animal & Pet,0.525,259.09999999999997,21,Strong (bundle)
23125,6PC WOOD PLATE SET DISPOSABLE,Kitchen & Tableware,23124,18PC WOODEN CUTLERY SET DISPOSABLE,Decor & Gifts,0.5263157894736842,253.70869033047737,20,Strong (bundle)
23124,18PC WOODEN CUTLERY SET DISPOSABLE,Decor & Gifts,23125,6PC WOOD PLATE SET DISPOSABLE,Kitchen & Tableware,0.46511627906976744,253.70869033047737,20,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.7534246575342466,251.8868758285462,55,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,0.7534246575342466,251.8868758285462,55,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.7534246575342466,251.8868758285462,55,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,0.7534246575342466,251.8868758285462,55,Strong (bundle)
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.8870967741935484,251.88687582854618,55,Strong (bundle)
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,0.8870967741935484,251.88687582854618,55,Strong (bundle)
84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.8870967741935484,251.88687582854618,55,Strong (bundle)
84997c,CHILDRENS CUTLERY POLKADOT BLUE,Kitchen & Tableware,84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,0.8870967741935484,251.88687582854618,55,Strong (bundle)
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.8805970149253731,250.0413003475772,59,Strong (bundle)
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,0.8805970149253731,250.0413003475772,59,Strong (bundle)
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.8805970149253731,250.0413003475772,59,Strong (bundle)
84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,0.8805970149253731,250.0413003475772,59,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8082191780821918,250.04130034757716,59,Strong (bundle)
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8082191780821918,250.04130034757716,59,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,Kitchen & Tableware,0.8082191780821918,250.04130034757716,59,Strong (bundle)
84997d,CHILDRENS CUTLERY POLKADOT PINK,Kitchen & Tableware,84997b,CHILDRENS CUTLERY RETROSPOT RED ,Kitchen & Tableware,0.8082191780821918,250.04130034757716,59,Strong (bundle)
84251C,"GREETING CARD, TWO SISTERS.",Storage & Furniture,85180B,PINK HEARTS LIGHT CHAIN ,Decor & Gifts,0.575,248.30416666666667,23,Strong (bundle)
85180B,PINK HEARTS LIGHT CHAIN ,Decor & Gifts,84251C,"GREETING CARD, TWO SISTERS.",Storage & Furniture,0.4791666666666667,248.30416666666667,23,Strong (bundle)
85049a,TRADITIONAL CHRISTMAS RIBBONS,Seasonal / Holiday,82494l,WOODEN FRAME ANTIQUE WHITE ,Decor & Gifts,0.7222222222222222,245.4134790528233,26,Strong (bundle)
82494l,WOODEN FRAME ANTIQUE WHITE ,Decor & Gifts,85049a,TRADITIONAL CHRISTMAS RIBBONS,Seasonal / Holiday,0.4262295081967213,245.4134790528233,26,Strong (bundle)
35915B,BLUE KNITTED HEN ,Other,35915C,PEACH KNITTED HEN ,Other,0.72,244.65836065573768,36,Strong (bundle)
35915B,BLUE KNITTED HEN ,Other,35915C,,Other,0.72,244.65836065573768,36,Strong (bundle)
35915C,PEACH KNITTED HEN ,Other,35915B,BLUE KNITTED HEN ,Other,0.5901639344262295,244.65836065573768,36,Strong (bundle)
35915C,,Other,35915B,BLUE KNITTED HEN ,Other,0.5901639344262295,244.65836065573768,36,Strong (bundle)
23556,LANDMARK FRAME COVENT GARDEN ,Home Decor & Lighting,23557,LANDMARK FRAME BAKER STREET ,Home Decor & Lighting,0.37735849056603776,244.43396226415095,20,Strong (bundle)
23557,LANDMARK FRAME BAKER STREET ,Home Decor & Lighting,23556,LANDMARK FRAME COVENT GARDEN ,Home Decor & Lighting,0.625,244.43396226415092,20,Strong (bundle)
85179C,PINK BITTY LIGHT CHAIN,Home Decor & Lighting,85179A,GREEN BITTY LIGHT CHAIN,Home Decor & Lighting,0.6944444444444444,243.97363465160078,25,Strong (bundle)
85179A,GREEN BITTY LIGHT CHAIN,Home Decor & Lighting,85179C,PINK BITTY LIGHT CHAIN,Home Decor & Lighting,0.423728813559322,243.97363465160075,25,Strong (bundle)
85049g,CHOCOLATE BOX RIBBONS ,Storage & Furniture,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,Kitchen & Tableware,0.7254901960784313,242.54775458570526,37,Strong (bundle)
