CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
12431.0,36,18,6416.39,3,5,5,13
12432.0,43,5,5059.32,3,4,5,12
12433.0,1,7,13375.87,5,4,5,14
12434.0,85,4,765.19,2,4,3,9
12435.0,80,2,7829.89,2,2,5,9
12436.0,100,1,509.01,2,1,3,6
12437.0,2,19,4896.66,5,5,5,15
12438.0,14,2,2906.85,4,2,5,11
12441.0,367,1,173.55,1,1,1,3
12442.0,3,1,172.06,5,1,1,7
12444.0,21,5,5005.46,4,4,5,13
12445.0,22,1,133.4,4,1,1,6
12446.0,58,1,1002.3100000000001,3,1,4,8
12447.0,243,1,476.49,1,1,3,5
12448.0,44,1,449.45,3,1,2,6
12449.0,22,4,4067.29,4,4,5,13
12450.0,156,2,197.88,2,2,1,5
12451.0,11,6,8933.52,5,4,5,14
12452.0,17,3,428.57,4,3,2,9
12453.0,134,1,707.09,2,1,3,6
12454.0,53,2,8.526512829121202e-14,3,2,1,6
12455.0,73,6,2466.86,2,4,5,11
12456.0,44,4,3153.89,3,4,5,12
12457.0,58,12,1917.78,3,5,4,12
12458.0,71,2,947.4,3,2,4,9
12461.0,94,2,826.88,2,2,3,7
12462.0,2,4,1124.01,5,4,4,13
12463.0,46,7,1303.63,3,4,4,11
12464.0,10,8,1212.05,5,5,4,14
12465.0,8,3,733.89,5,3,3,11
12468.0,143,3,724.04,2,3,3,8
12471.0,2,49,18740.92,5,5,5,15
12472.0,31,13,6229.48,4,5,5,14
12473.0,29,9,2848.23,4,5,5,14
12474.0,17,30,7116.47,4,5,5,14
12475.0,54,1,723.38,3,1,3,7
12476.0,1,20,6546.58,5,5,5,15
12477.0,23,9,13117.01,4,5,5,14
12478.0,4,1,680.99,5,1,3,9
12479.0,4,3,477.3,5,3,3,11
12480.0,28,4,3281.63,4,4,5,13
12481.0,23,11,5590.86,4,5,5,14
12483.0,17,13,2327.13,4,5,5,14
12484.0,33,8,4495.27,3,5,5,13
12488.0,10,3,1298.66,5,3,4,12
12489.0,336,1,334.93,1,1,2,4
12490.0,5,10,5417.93,5,5,5,15
12491.0,39,1,460.40000000000003,3,1,2,6
12492.0,63,2,263.21,3,2,2,7
12493.0,166,3,416.79,2,3,2,7
12494.0,10,13,1139.35,5,5,4,14
12497.0,82,1,1043.1,2,1,4,7
12498.0,21,3,403.70000000000005,4,3,2,9
12500.0,23,13,4206.2699999999995,4,5,5,14
12501.0,315,2,2089.68,1,2,5,8
12502.0,96,5,3723.87,2,4,5,11
12503.0,338,1,-1126.0,1,1,1,3
12504.0,18,4,114.0,4,4,1,9
12505.0,301,1,-4.5,1,1,1,3
12506.0,233,1,73.5,1,1,1,3
12507.0,134,4,1258.06,2,4,4,10
12508.0,26,2,398.27,4,2,2,8
12509.0,284,1,176.5,1,1,1,3
12510.0,143,2,982.5699999999999,2,2,4,8
12512.0,66,2,138.03,3,2,1,6
12513.0,85,2,586.79,2,2,3,7
12514.0,267,1,1017.68,1,1,4,6
12515.0,353,1,383.7,1,1,2,4
12516.0,78,2,1312.06,2,2,4,8
12517.0,28,6,2464.89,4,4,5,13
12518.0,1,5,2056.89,5,4,5,14
12519.0,64,1,340.84,3,1,2,6
12520.0,79,6,2582.5099999999998,2,4,5,11
12521.0,143,1,599.6800000000001,2,1,3,6
12522.0,39,2,192.72,3,2,1,6
12523.0,2,13,1745.57,5,5,4,14
12524.0,9,8,4485.72,5,5,5,15
12526.0,1,3,1316.66,5,3,4,12
12527.0,82,3,348.71000000000004,2,3,2,7
12528.0,9,8,1922.28,5,5,4,14
12530.0,60,5,1623.63,3,4,4,11
12531.0,15,1,125.22,4,1,1,6
12532.0,30,1,349.83000000000004,4,1,2,7
12534.0,131,1,1089.18,2,1,4,7
12535.0,92,2,716.35,2,2,3,7
12536.0,8,5,4106.819999999999,5,4,5,14
12538.0,29,1,363.95,4,1,2,7
12539.0,22,5,3852.5,4,4,5,13
12540.0,20,19,13309.039999999999,4,5,5,14
12541.0,30,3,981.18,4,3,4,11
12544.0,30,2,355.7,4,2,2,8
12545.0,75,2,1000.39,2,2,4,8
12546.0,47,3,1141.5,3,3,4,10
12547.0,198,2,207.8,1,2,1,4
12548.0,166,1,95.19999999999999,2,1,1,4
12550.0,79,1,964.83,2,1,4,7
12551.0,358,1,168.0,1,1,1,3
12552.0,39,2,437.82,3,2,2,7
12553.0,8,14,3652.25,5,5,5,15
12556.0,50,2,603.71,3,2,3,8
12557.0,16,5,11990.96,4,4,5,13
12558.0,2,2,0.0,5,2,1,8
12559.0,311,3,536.21,1,3,3,7
12560.0,5,4,2101.39,5,4,5,14
12561.0,303,1,238.85,1,1,2,4
12562.0,8,7,3781.7400000000002,5,4,5,14
12564.0,261,1,456.90000000000003,1,1,2,4
12565.0,282,2,131.17,1,2,1,4
12566.0,73,2,346.7,2,2,2,6
12567.0,23,11,9114.94,4,5,5,14
12569.0,2,35,4064.9900000000002,5,5,5,15
12571.0,40,2,519.61,3,2,3,8
12572.0,9,3,1004.72,5,3,4,12
12573.0,227,1,160.54000000000002,1,1,1,3
12574.0,316,1,218.45000000000002,1,1,1,3
12576.0,36,6,1306.98,3,4,4,11
12577.0,35,4,595.4,3,4,3,10
12578.0,21,4,2753.36,4,4,5,13
12579.0,73,3,410.72,2,3,2,7
12580.0,247,1,415.7,1,1,2,4
12581.0,40,1,197.71,3,1,1,5
12582.0,239,2,511.36,1,2,3,6
12583.0,3,18,7187.34,5,5,5,15
12584.0,4,18,1893.95,5,5,4,14
12585.0,234,4,1982.81,1,4,4,9
12586.0,17,2,179.94,4,2,1,7
12587.0,8,1,144.0,5,1,1,7
12588.0,39,1,214.89999999999998,3,1,1,5
12589.0,29,2,646.68,4,2,3,9
12590.0,190,3,9861.38,1,3,5,9
12591.0,317,1,452.84999999999997,1,1,2,4
12592.0,92,2,437.6,2,2,2,6
12593.0,109,3,418.09999999999997,2,3,2,7
12594.0,38,11,3320.2200000000003,3,5,5,13
12596.0,51,2,618.27,3,2,3,8
12597.0,19,5,3683.13,4,4,5,13
12598.0,10,9,3002.68,5,5,5,15
12599.0,29,7,1032.58,4,4,4,12
12600.0,29,11,2581.04,4,5,5,14
12601.0,190,6,569.5600000000001,1,4,3,8
12602.0,59,1,153.12,3,1,1,5
12603.0,22,1,739.1999999999999,4,1,3,8
12604.0,79,2,254.18,2,2,2,6
12605.0,365,1,-7.5,1,1,1,3
12607.0,58,2,0.0,3,2,1,6
12609.0,78,3,1126.85,2,3,4,9
12610.0,23,7,2057.99,4,4,5,13
12611.0,52,1,1193.32,3,1,4,8
12612.0,58,2,643.59,3,2,3,8
12613.0,31,6,3218.98,4,4,5,13
12614.0,278,1,315.6,1,1,2,4
12615.0,2,4,2291.19,5,4,5,14
12616.0,85,5,657.25,2,4,3,9
12617.0,29,1,355.53000000000003,4,1,2,7
12618.0,22,1,177.31,4,1,1,6
12619.0,16,13,3214.81,4,5,5,14
12620.0,15,3,1339.4099999999999,4,3,4,11
12621.0,2,23,13612.07,5,5,5,15
12622.0,232,1,180.1,1,1,1,3
12623.0,276,1,305.1,1,1,2,4
12624.0,106,2,641.13,2,2,3,7
12625.0,212,3,2614.32,1,3,5,9
12626.0,23,13,6388.35,4,5,5,14
12627.0,11,7,4478.53,5,4,5,14
12628.0,4,4,769.61,5,4,3,12
12630.0,10,2,1270.88,5,2,4,11
12631.0,57,1,640.5,3,1,3,7
12633.0,59,5,2140.63,3,4,5,12
12635.0,90,2,1689.18,2,2,4,8
12637.0,67,10,5953.25,3,5,5,13
12638.0,33,1,671.69,3,1,3,7
12639.0,239,1,486.1,1,1,3,5
12640.0,24,3,1174.58,4,3,4,11
12641.0,115,1,185.9,2,1,1,4
12642.0,25,3,1013.26,4,3,4,11
12643.0,128,6,3344.64,2,4,5,11
12644.0,130,1,477.90999999999997,2,1,3,6
12645.0,34,5,1755.38,3,4,4,11
12646.0,5,2,1346.97,5,2,4,11
12647.0,22,13,3669.92,4,5,5,14
12648.0,155,1,318.05,2,1,2,5
12649.0,107,4,603.71,2,4,3,9
12650.0,3,1,314.44,5,1,2,8
12651.0,335,1,114.0,1,1,1,3
12652.0,322,2,914.53,1,2,4,7
12653.0,149,2,2209.85,2,2,5,9
12654.0,11,5,601.98,5,4,3,12
12656.0,17,8,3982.72,4,5,5,14
12657.0,11,5,1152.06,5,4,4,13
12658.0,19,1,686.05,4,1,3,8
12659.0,30,1,91.68,4,1,1,6
12660.0,11,1,245.1,5,1,2,8
12662.0,1,12,3817.08,5,5,5,15
12664.0,8,10,4863.88,5,5,5,15
12665.0,325,2,61.75,1,2,1,4
12666.0,359,1,-227.44,1,1,1,3
12667.0,58,1,620.13,3,1,3,7
12668.0,7,6,3743.18,5,4,5,14
12669.0,151,4,1607.73,2,4,4,10
12670.0,10,6,2986.15,5,4,5,14
12672.0,330,1,225.9,1,1,1,3
12673.0,5,2,610.52,5,2,3,10
12674.0,12,7,1919.31,4,4,4,12
12676.0,25,6,1331.39,4,4,4,12
12678.0,42,13,17588.26,3,5,5,13
12679.0,52,9,1058.67,3,5,4,12
12680.0,1,4,862.81,5,4,3,12
12681.0,15,27,13677.59,4,5,5,14
12682.0,4,31,12288.22,5,5,5,15
12683.0,4,20,8221.09,5,5,5,15
12684.0,8,7,2283.63,5,4,5,14
12685.0,28,6,2863.08,4,4,5,13
12686.0,372,1,89.14,1,1,1,3
12688.0,114,1,4873.81,2,1,5,8
12689.0,26,2,1247.61,4,2,4,10
12690.0,206,1,389.01,1,1,2,4
12691.0,28,6,1035.8,4,4,4,12
12693.0,121,6,830.96,2,4,3,9
12694.0,70,2,869.67,3,2,3,8
12695.0,7,4,582.1,5,4,3,12
12697.0,21,5,939.02,4,4,4,12
12700.0,8,6,4867.99,5,4,5,14
12701.0,80,2,797.71,2,2,3,7
12702.0,20,1,219.0,4,1,1,6
12703.0,64,2,274.7,3,2,2,7
12704.0,7,10,2220.84,5,5,5,15
12705.0,15,14,6814.24,4,5,5,14
12707.0,292,1,603.42,1,1,3,5
12708.0,30,16,2616.32,4,5,5,14
12709.0,3,26,9294.1,5,5,5,15
12710.0,97,4,1130.57,2,4,4,10
12712.0,23,17,4241.63,4,5,5,14
12713.0,1,1,848.55,5,1,3,9
12714.0,9,5,4708.86,5,4,5,14
12715.0,106,1,353.86,2,1,2,5
12716.0,4,2,1053.49,5,2,4,11
12717.0,151,3,980.98,2,3,4,9
12718.0,71,1,238.25,3,1,2,6
12719.0,5,3,608.1,5,3,3,11
12720.0,3,29,5713.28,5,5,5,15
12721.0,32,7,2628.98,4,4,5,13
12722.0,85,6,904.33,2,4,3,9
12723.0,4,5,725.07,5,4,3,12
12724.0,5,4,1031.41,5,4,4,13
12725.0,371,1,427.8,1,1,2,4
12726.0,28,7,2609.1,4,4,5,13
12727.0,11,9,3947.7,5,5,5,15
12728.0,71,4,836.33,3,4,3,10
12729.0,114,1,453.01,2,1,2,5
12731.0,24,14,18793.41,4,5,5,14
12732.0,180,1,236.26,1,1,2,4
12733.0,234,1,383.95,1,1,2,4
12734.0,353,1,110.39999999999999,1,1,1,3
12735.0,315,2,779.5699999999999,1,2,3,6
12736.0,333,1,234.0,1,1,1,3
12738.0,372,1,155.35,1,1,1,3
12739.0,78,2,1013.04,2,2,4,8
12740.0,64,1,427.59999999999997,3,1,2,6
12743.0,134,2,546.43,2,2,3,7
12744.0,52,10,9120.39,3,5,5,13
12747.0,2,11,4196.01,5,5,5,15
12748.0,1,224,29072.1,5,5,5,15
12749.0,4,8,3868.2,5,5,5,15
12750.0,129,1,275.88,2,1,2,5
12752.0,81,1,4366.78,2,1,5,8
12753.0,4,11,21024.01,5,5,5,15
12754.0,236,5,2949.12,1,4,5,10
12755.0,250,4,2203.2000000000003,1,4,5,10
12756.0,87,1,112.08,2,1,1,4
12757.0,16,19,4227.7,4,5,5,14
12758.0,117,2,2791.59,2,2,5,9
12759.0,52,3,1531.44,3,3,4,10
12762.0,8,2,1898.52,5,2,4,11
12763.0,138,2,494.08,2,2,3,7
12764.0,317,1,1693.88,1,1,4,6
12766.0,4,7,6989.63,5,4,5,14
12769.0,239,1,1143.6,1,1,4,6
12770.0,211,1,1351.45,1,1,4,6
12772.0,60,1,892.47,3,1,3,7
12775.0,17,6,1351.24,4,4,4,12
12778.0,20,7,804.23,4,4,3,11
12779.0,21,12,3868.7,4,5,5,14
12781.0,21,5,707.72,4,4,3,11
12782.0,5,6,2273.32,5,4,5,14
12783.0,2,8,1603.87,5,5,4,14
12784.0,9,2,574.42,5,2,3,10
12785.0,3,2,305.71,5,2,2,9
12787.0,10,3,463.66,5,3,2,10
12789.0,65,1,91.85,3,1,1,5
12790.0,192,1,324.92,1,1,2,4
12791.0,374,1,192.60000000000002,1,1,1,3
12792.0,257,1,400.53999999999996,1,1,2,4
12793.0,335,2,545.48,1,2,3,6
12794.0,53,2,860.41,3,2,3,8
12795.0,19,1,430.48,4,1,2,7
12797.0,360,3,194.18,1,3,1,5
12798.0,10,3,6977.04,5,3,5,13
12802.0,184,2,412.58,1,2,2,5
12808.0,37,3,483.65000000000003,3,3,3,9
12809.0,168,2,484.36,2,2,3,7
12811.0,261,3,514.85,1,3,3,7
12812.0,45,1,229.64000000000001,3,1,1,5
12814.0,102,1,125.92,2,1,1,4
12815.0,148,2,1063.46,2,2,4,8
12816.0,96,2,572.2,2,2,3,7
12817.0,281,1,166.04,1,1,1,3
12818.0,178,2,1517.88,2,2,4,8
12820.0,3,4,942.34,5,4,4,13
12821.0,214,1,92.72,1,1,1,3
12822.0,71,3,918.98,3,3,4,10
12823.0,75,5,1759.5,2,4,4,10
12824.0,60,1,397.12,3,1,2,6
12826.0,3,8,1468.1200000000001,5,5,4,14
12827.0,6,3,430.15,5,3,2,10
12828.0,3,6,1018.71,5,4,4,13
12829.0,322,3,253.04999999999998,1,3,2,6
12830.0,38,7,6748.4,3,4,5,12
12831.0,262,1,215.05,1,1,1,3
12832.0,32,2,383.03000000000003,4,2,2,8
12833.0,145,1,417.38,2,1,2,5
12834.0,283,1,312.38,1,1,2,4
12836.0,59,4,2612.86,3,4,5,12
12837.0,173,1,134.1,2,1,1,4
12838.0,34,2,683.13,3,2,3,8
12839.0,3,16,5583.62,5,5,5,15
12840.0,144,6,2714.27,2,4,5,11
12841.0,5,26,3876.4,5,5,5,15
12842.0,70,2,1118.99,3,2,4,9
12843.0,66,9,1680.76,3,5,4,12
12844.0,29,2,325.96000000000004,4,2,2,8
12845.0,267,4,354.09000000000003,1,4,2,7
12847.0,22,1,871.54,4,1,3,8
12849.0,31,2,1050.8899999999999,4,2,4,10
12851.0,97,1,135.18,2,1,1,4
12852.0,290,2,299.75,1,2,2,5
12853.0,108,9,1881.7,2,5,4,11
12854.0,79,5,1289.15,2,4,4,10
12855.0,373,1,38.1,1,1,1,3
12856.0,8,8,2162.68,5,5,5,15
12857.0,211,2,1106.4,1,2,4,7
12863.0,52,2,504.2,3,2,3,8
12864.0,138,1,147.12,2,1,1,4
12865.0,26,3,1548.07,4,3,4,11
12866.0,283,1,559.12,1,1,3,5
12867.0,26,10,3986.22,4,5,5,14
12868.0,186,6,1607.06,1,4,4,9
12870.0,366,1,-14.899999999999999,1,1,1,3
12871.0,84,2,380.64,2,2,2,6
12872.0,327,2,599.97,1,2,3,6
12873.0,282,1,374.0,1,1,2,4
12875.0,143,2,343.2300000000001,2,2,2,6
12876.0,58,2,2218.02,3,2,5,10
12877.0,4,12,1535.77,5,5,4,14
12878.0,18,3,841.64,4,3,3,10
12879.0,45,4,552.57,3,4,3,10
12881.0,276,1,298.0,1,1,2,4
12882.0,9,2,1463.04,5,2,4,11
12883.0,25,4,703.47,4,4,3,11
12884.0,88,1,309.05,2,1,2,5
12885.0,63,4,1158.27,3,4,4,11
12886.0,68,3,1351.09,3,3,4,10
12888.0,214,4,313.77,1,4,2,7
12890.0,24,1,380.47,4,1,2,7
12891.0,186,3,331.0,1,3,2,6
12893.0,31,1,188.14,4,1,1,6
12895.0,42,3,347.3,3,3,2,8
12897.0,205,2,216.5,1,2,1,4
12901.0,9,36,16293.1,5,5,5,15
12902.0,265,1,138.68,1,1,1,3
12904.0,18,2,509.58,4,2,3,9
12906.0,12,5,2919.81,4,4,5,13
12908.0,59,4,246.0,3,4,2,9
12909.0,40,8,2128.83,3,5,5,13
12910.0,23,8,3075.04,4,5,5,14
12912.0,3,5,1662.3,5,4,4,13
12913.0,5,5,2483.63,5,4,5,14
12915.0,149,2,363.65,2,2,2,6
12916.0,139,5,2982.35,2,4,5,11
12917.0,128,1,594.0,2,1,3,6
12919.0,8,8,1301.44,5,5,4,14
12920.0,17,1,164.23,4,1,1,6
12921.0,4,50,16389.74,5,5,5,15
12922.0,161,1,405.38,2,1,2,5
12923.0,64,1,176.97,3,1,1,5
12924.0,88,5,929.95,2,4,4,10
12925.0,5,2,694.05,5,2,3,10
12928.0,35,5,2062.7,3,4,5,12
12929.0,122,2,105.1,2,2,1,5
12930.0,78,4,409.90000000000003,2,4,2,8
12931.0,22,20,33462.81,4,5,5,14
12933.0,24,4,606.28,4,4,3,11
12935.0,2,8,2156.45,5,5,5,15
12936.0,17,5,1012.9000000000001,4,4,4,12
12937.0,15,4,1504.27,4,4,4,12
12938.0,26,1,114.14,4,1,1,6
12939.0,64,8,11581.800000000001,3,5,5,13
12940.0,46,4,876.29,3,4,3,10
12942.0,131,3,683.9,2,3,3,8
12943.0,301,1,-3.75,1,1,1,3
12944.0,36,2,604.51,3,2,3,8
12945.0,288,1,462.95,1,1,2,4
12947.0,144,11,1407.29,2,5,4,11
12948.0,16,8,2053.7,4,5,5,14
12949.0,31,10,4143.02,4,5,5,14
12950.0,2,3,1843.0,5,3,4,12
12951.0,9,8,1042.07,5,5,4,14
12952.0,6,5,1382.84,5,4,4,13
12953.0,10,1,329.85,5,1,2,8
12955.0,1,14,4734.26,5,5,5,15
12956.0,306,1,108.07,1,1,1,3
12957.0,4,12,3979.04,5,5,5,15
12962.0,7,2,266.39,5,2,2,9
12963.0,8,9,1841.03,5,5,4,14
12965.0,89,1,771.91,2,1,3,6
12966.0,10,1,160.18,5,1,1,7
12967.0,3,4,1194.75,5,4,4,13
12968.0,112,1,135.95,2,1,1,4
12970.0,7,4,452.24,5,4,2,11
12971.0,4,89,10930.26,5,5,5,15
12974.0,198,1,144.8,1,1,1,3
12976.0,212,1,738.6,1,1,3,5
12977.0,156,1,39.24,2,1,1,4
12980.0,156,12,7092.06,2,5,5,12
12981.0,30,2,372.21999999999997,4,2,2,8
12982.0,240,2,377.2,1,2,2,5
12984.0,19,1,97.5,4,1,1,6
12985.0,1,3,1215.62,5,3,4,12
12987.0,74,3,545.0,2,3,3,8
12988.0,292,1,535.32,1,1,3,5
12989.0,3,19,6854.51,5,5,5,15
12990.0,31,3,409.5,4,3,2,9
12991.0,23,2,503.76,4,2,3,9
12993.0,23,4,414.76,4,4,2,10
12994.0,4,5,902.22,5,4,3,12
12995.0,78,2,200.72,2,2,1,5
12997.0,22,7,1197.94,4,4,4,12
12999.0,196,3,455.88,1,3,2,6
13000.0,107,3,534.85,2,3,3,8
13001.0,4,15,9797.92,5,5,5,15
13002.0,318,1,120.94999999999999,1,1,1,3
13003.0,106,3,149.05,2,3,1,6
13004.0,12,22,5613.43,4,5,5,14
13005.0,174,3,468.95,2,3,3,8
13006.0,56,1,81.57,3,1,1,5
13008.0,323,2,178.46999999999997,1,2,1,4
13011.0,372,1,50.550000000000004,1,1,1,3
13012.0,9,11,1311.6200000000001,5,5,4,14
13013.0,1,15,4786.99,5,5,5,15
13014.0,3,16,3365.43,5,5,5,15
13015.0,53,5,3346.28,3,4,5,12
13016.0,73,3,789.89,2,3,3,8
13017.0,7,1,204.0,5,1,1,7
13018.0,16,29,7272.75,4,5,5,14
13021.0,4,12,2584.4,5,5,5,15
13023.0,64,2,689.9,3,2,3,8
13026.0,1,8,936.15,5,5,4,14
13027.0,114,6,6912.0,2,4,5,11
13028.0,23,3,659.68,4,3,3,10
13029.0,31,3,1247.5,4,3,4,11
13030.0,11,2,799.48,5,2,3,10
13032.0,39,3,996.52,3,3,4,10
13033.0,357,1,190.55,1,1,1,3
13034.0,55,2,642.77,3,2,3,8
13035.0,58,3,886.63,3,3,3,9
13037.0,138,3,881.07,2,3,3,8
13038.0,80,3,908.46,2,3,3,8
13040.0,9,2,676.99,5,2,3,10
13043.0,254,2,471.57,1,2,3,6
13044.0,291,1,560.47,1,1,3,5
13045.0,99,1,305.28000000000003,2,1,2,5
13046.0,31,2,629.31,4,2,3,9
13047.0,32,18,3079.1,4,5,5,14
13048.0,14,5,1805.91,4,4,4,12
13049.0,64,2,656.6800000000001,3,2,3,8
13050.0,9,28,5684.61,5,5,5,15
13052.0,212,1,348.15,1,1,2,4
13055.0,64,4,1201.96,3,4,4,11
13058.0,25,3,271.40000000000003,4,3,2,9
13059.0,250,1,183.4,1,1,1,3
13060.0,254,1,307.53000000000003,1,1,2,4
13061.0,72,1,248.61,2,1,2,5
13062.0,191,1,346.98,1,1,2,4
13064.0,13,4,1119.49,4,4,4,12
13065.0,373,1,205.86,1,1,1,3
13066.0,24,3,430.9,4,3,2,9
13067.0,82,1,115.46,2,1,1,4
13068.0,10,2,344.0,5,2,2,9
13069.0,1,27,3717.82,5,5,5,15
13070.0,192,1,228.8,1,1,1,3
13072.0,267,1,177.15,1,1,1,3
13075.0,130,1,919.61,2,1,4,7
13077.0,1,4,729.27,5,4,3,12
13078.0,1,43,12432.28,5,5,5,15
13079.0,4,5,220.10000000000002,5,4,1,10
13080.0,179,1,58.08,1,1,1,3
13081.0,1,21,27964.48,5,5,5,15
13082.0,126,10,3595.48,2,5,5,12
13083.0,4,2,303.75,5,2,2,9
13085.0,158,3,272.38,2,3,2,7
13089.0,3,118,57385.88,5,5,5,15
13090.0,9,18,8689.39,5,5,5,15
13091.0,21,2,319.82,4,2,2,8
13092.0,71,6,459.83,3,4,2,9
13093.0,267,13,7741.47,1,5,5,11
13094.0,21,16,1708.8600000000001,4,5,4,13
13095.0,71,1,74.39999999999999,3,1,1,5
13097.0,33,14,5893.32,3,5,5,13
13098.0,1,41,28658.88,5,5,5,15
13099.0,99,1,207.36,2,1,1,4
13101.0,234,1,101.19,1,1,1,3
13102.0,1,27,6336.29,5,5,5,15
13103.0,40,1,243.94,3,1,2,6
13104.0,3,6,1098.48,5,4,4,13
13106.0,129,2,59.5,2,2,1,5
13107.0,44,5,1524.07,3,4,4,11
13108.0,373,1,350.06,1,1,2,4
13109.0,3,5,766.84,5,4,3,12
13110.0,31,8,1452.8700000000001,4,5,4,13
13113.0,1,40,10510.0,5,5,5,15
13115.0,9,14,2205.63,5,5,5,15
13116.0,117,2,485.19,2,2,3,7
13117.0,22,8,984.91,4,5,4,13
13118.0,20,7,1125.0,4,4,4,12
13120.0,239,1,30.6,1,1,1,3
13121.0,269,2,254.73,1,2,2,5
13122.0,94,2,922.39,2,2,4,8
13124.0,90,3,3866.33,2,3,5,10
13126.0,5,10,2056.29,5,5,5,15
13127.0,78,1,259.17,2,1,2,5
13130.0,94,1,64.0,2,1,1,4
13131.0,23,4,1039.3,4,4,4,12
13132.0,262,1,77.3,1,1,1,3
13133.0,274,2,109.8,1,2,1,4
13134.0,73,7,1740.63,2,5,4,11
13135.0,197,1,3096.0,1,1,5,7
13136.0,50,11,2545.38,3,5,5,13
13137.0,11,9,3605.08,5,5,5,15
13138.0,22,6,962.39,4,4,4,12
13139.0,16,8,5055.79,4,5,5,14
13140.0,108,3,423.72,2,3,2,7
13141.0,85,6,2385.8,2,4,5,11
13142.0,19,1,307.09000000000003,4,1,2,7
13144.0,333,1,110.95,1,1,1,3
13145.0,40,5,614.77,3,4,3,10
13146.0,26,1,228.91,4,1,1,6
13147.0,10,4,712.8,5,4,3,12
13148.0,29,17,3348.48,4,5,5,14
13149.0,14,4,1676.06,4,4,4,12
13151.0,203,2,1250.3700000000001,1,2,4,7
13153.0,6,1,486.22,5,1,3,9
13154.0,144,1,-611.86,2,1,1,4
13155.0,33,4,971.76,3,4,4,11
13157.0,49,5,1721.57,3,4,4,11
13158.0,95,4,1201.06,2,4,4,10
13159.0,9,5,1379.75,5,4,4,13
13160.0,22,1,91.8,4,1,1,6
13161.0,313,1,112.75,1,1,1,3
13162.0,122,5,1644.99,2,4,4,10
13165.0,46,2,1021.48,3,2,4,9
13166.0,282,2,414.7,1,2,2,5
13167.0,19,4,791.3299999999999,4,4,3,11
13168.0,36,5,1310.14,3,4,4,11
13169.0,64,2,712.88,3,2,3,8
13170.0,27,1,116.01,4,1,1,6
13171.0,8,5,426.81,5,4,2,11
13173.0,4,2,353.65,5,2,2,9
