CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12718,71,1,238.25,3,Loyal Customers
12719,5,3,608.1,3,Loyal Customers
12720,3,29,5713.28,0,Potential Loyalists
12721,32,7,2628.98,3,Loyal Customers
12722,85,6,904.33,3,Loyal Customers
12723,4,5,725.07,3,Loyal Customers
12724,5,4,1031.41,3,Loyal Customers
12725,371,1,427.8,1,Champions / VIPs
12726,28,7,2609.1,3,Loyal Customers
12727,11,9,3947.7,3,Loyal Customers
12728,71,4,836.33,3,Loyal Customers
12729,114,1,453.01,3,Loyal Customers
12731,24,14,18793.41,0,Potential Loyalists
12732,180,1,236.26,1,Champions / VIPs
12733,234,1,383.95,1,Champions / VIPs
12734,353,1,110.39999999999999,1,Champions / VIPs
12735,315,2,779.5699999999999,1,Champions / VIPs
12736,333,1,234.0,1,Champions / VIPs
12738,372,1,155.35,1,Champions / VIPs
12739,78,2,1013.04,3,Loyal Customers
12740,64,1,427.59999999999997,3,Loyal Customers
12743,134,2,546.43,3,Loyal Customers
12744,52,10,9120.39,3,Loyal Customers
12747,2,11,4196.01,3,Loyal Customers
12748,1,224,29072.1,2,At Risk
12749,4,8,3868.2,3,Loyal Customers
12750,129,1,275.88,3,Loyal Customers
12752,81,1,4366.78,3,Loyal Customers
12753,4,11,21024.01,0,Potential Loyalists
12754,236,5,2949.12,1,Champions / VIPs
12755,250,4,2203.2000000000003,1,Champions / VIPs
12756,87,1,112.08,3,Loyal Customers
12757,16,19,4227.7,0,Potential Loyalists
12758,117,2,2791.59,3,Loyal Customers
12759,52,3,1531.44,3,Loyal Customers
12762,8,2,1898.52,3,Loyal Customers
12763,138,2,494.08,3,Loyal Customers
12764,317,1,1693.88,1,Champions / VIPs
12766,4,7,6989.63,3,Loyal Customers
12769,239,1,1143.6,1,Champions / VIPs
12770,211,1,1351.45,1,Champions / VIPs
12772,60,1,892.47,3,Loyal Customers
12775,17,6,1351.24,3,Loyal Customers
12778,20,7,804.23,3,Loyal Customers
12779,21,12,3868.7,3,Loyal Customers
12781,21,5,707.72,3,Loyal Customers
12782,5,6,2273.32,3,Loyal Customers
12783,2,8,1603.87,3,Loyal Customers
12784,9,2,574.42,3,Loyal Customers
12785,3,2,305.71,3,Loyal Customers
12787,10,3,463.66,3,Loyal Customers
12789,65,1,91.85,3,Loyal Customers
12790,192,1,324.92,1,Champions / VIPs
12791,374,1,192.60000000000002,1,Champions / VIPs
12792,257,1,400.53999999999996,1,Champions / VIPs
12793,335,2,545.48,1,Champions / VIPs
12794,53,2,860.41,3,Loyal Customers
12795,19,1,430.48,3,Loyal Customers
12797,360,3,194.18,1,Champions / VIPs
12798,10,3,6977.04,3,Loyal Customers
12802,184,2,412.58,1,Champions / VIPs
12808,37,3,483.65000000000003,3,Loyal Customers
12809,168,2,484.36,1,Champions / VIPs
12811,261,3,514.85,1,Champions / VIPs
12812,45,1,229.64000000000001,3,Loyal Customers
12814,102,1,125.92,3,Loyal Customers
12815,148,2,1063.46,1,Champions / VIPs
12816,96,2,572.2,3,Loyal Customers
12817,281,1,166.04,1,Champions / VIPs
12818,178,2,1517.88,1,Champions / VIPs
12820,3,4,942.34,3,Loyal Customers
12821,214,1,92.72,1,Champions / VIPs
12822,71,3,918.98,3,Loyal Customers
12823,75,5,1759.5,3,Loyal Customers
12824,60,1,397.12,3,Loyal Customers
12826,3,8,1468.1200000000001,3,Loyal Customers
12827,6,3,430.15,3,Loyal Customers
12828,3,6,1018.71,3,Loyal Customers
12829,322,3,253.04999999999998,1,Champions / VIPs
12830,38,7,6748.4,3,Loyal Customers
12831,262,1,215.05,1,Champions / VIPs
12832,32,2,383.03000000000003,3,Loyal Customers
12833,145,1,417.38,1,Champions / VIPs
12834,283,1,312.38,1,Champions / VIPs
12836,59,4,2612.86,3,Loyal Customers
12837,173,1,134.1,1,Champions / VIPs
12838,34,2,683.13,3,Loyal Customers
12839,3,16,5583.62,3,Loyal Customers
12840,144,6,2714.27,3,Loyal Customers
12841,5,26,3876.4,0,Potential Loyalists
12842,70,2,1118.99,3,Loyal Customers
12843,66,9,1680.76,3,Loyal Customers
12844,29,2,325.96000000000004,3,Loyal Customers
12845,267,4,354.09000000000003,1,Champions / VIPs
12847,22,1,871.54,3,Loyal Customers
12849,31,2,1050.8899999999999,3,Loyal Customers
12851,97,1,135.18,3,Loyal Customers
12852,290,2,299.75,1,Champions / VIPs
12853,108,9,1881.7,3,Loyal Customers
12854,79,5,1289.15,3,Loyal Customers
12855,373,1,38.1,1,Champions / VIPs
12856,8,8,2162.68,3,Loyal Customers
12857,211,2,1106.4,1,Champions / VIPs
12863,52,2,504.2,3,Loyal Customers
12864,138,1,147.12,3,Loyal Customers
12865,26,3,1548.07,3,Loyal Customers
12866,283,1,559.12,1,Champions / VIPs
12867,26,10,3986.22,3,Loyal Customers
12868,186,6,1607.06,1,Champions / VIPs
12870,366,1,-14.899999999999999,1,Champions / VIPs
12871,84,2,380.64,3,Loyal Customers
12872,327,2,599.97,1,Champions / VIPs
12873,282,1,374.0,1,Champions / VIPs
12875,143,2,343.2300000000001,3,Loyal Customers
12876,58,2,2218.02,3,Loyal Customers
12877,4,12,1535.77,3,Loyal Customers
12878,18,3,841.64,3,Loyal Customers
12879,45,4,552.57,3,Loyal Customers
12881,276,1,298.0,1,Champions / VIPs
12882,9,2,1463.04,3,Loyal Customers
12883,25,4,703.47,3,Loyal Customers
12884,88,1,309.05,3,Loyal Customers
12885,63,4,1158.27,3,Loyal Customers
12886,68,3,1351.09,3,Loyal Customers
12888,214,4,313.77,1,Champions / VIPs
12890,24,1,380.47,3,Loyal Customers
12891,186,3,331.0,1,Champions / VIPs
12893,31,1,188.14,3,Loyal Customers
12895,42,3,347.3,3,Loyal Customers
12897,205,2,216.5,1,Champions / VIPs
12901,9,36,16293.1,0,Potential Loyalists
12902,265,1,138.68,1,Champions / VIPs
12904,18,2,509.58,3,Loyal Customers
12906,12,5,2919.81,3,Loyal Customers
12908,59,4,246.0,3,Loyal Customers
12909,40,8,2128.83,3,Loyal Customers
12910,23,8,3075.04,3,Loyal Customers
12912,3,5,1662.3,3,Loyal Customers
12913,5,5,2483.63,3,Loyal Customers
12915,149,2,363.65,1,Champions / VIPs
12916,139,5,2982.35,3,Loyal Customers
12917,128,1,594.0,3,Loyal Customers
12919,8,8,1301.44,3,Loyal Customers
12920,17,1,164.23,3,Loyal Customers
12921,4,50,16389.74,0,Potential Loyalists
12922,161,1,405.38,1,Champions / VIPs
12923,64,1,176.97,3,Loyal Customers
12924,88,5,929.95,3,Loyal Customers
12925,5,2,694.05,3,Loyal Customers
12928,35,5,2062.7,3,Loyal Customers
12929,122,2,105.1,3,Loyal Customers
12930,78,4,409.90000000000003,3,Loyal Customers
12931,22,20,33462.81,0,Potential Loyalists
12933,24,4,606.28,3,Loyal Customers
12935,2,8,2156.45,3,Loyal Customers
12936,17,5,1012.9000000000001,3,Loyal Customers
12937,15,4,1504.27,3,Loyal Customers
12938,26,1,114.14,3,Loyal Customers
12939,64,8,11581.800000000001,3,Loyal Customers
12940,46,4,876.29,3,Loyal Customers
12942,131,3,683.9,3,Loyal Customers
12943,301,1,-3.75,1,Champions / VIPs
12944,36,2,604.51,3,Loyal Customers
12945,288,1,462.95,1,Champions / VIPs
12947,144,11,1407.29,3,Loyal Customers
12948,16,8,2053.7,3,Loyal Customers
12949,31,10,4143.02,3,Loyal Customers
12950,2,3,1843.0,3,Loyal Customers
12951,9,8,1042.07,3,Loyal Customers
12952,6,5,1382.84,3,Loyal Customers
12953,10,1,329.85,3,Loyal Customers
12955,1,14,4734.26,3,Loyal Customers
12956,306,1,108.07,1,Champions / VIPs
12957,4,12,3979.04,3,Loyal Customers
12962,7,2,266.39,3,Loyal Customers
12963,8,9,1841.03,3,Loyal Customers
12965,89,1,771.91,3,Loyal Customers
12966,10,1,160.18,3,Loyal Customers
12967,3,4,1194.75,3,Loyal Customers
12968,112,1,135.95,3,Loyal Customers
12970,7,4,452.24,3,Loyal Customers
12971,4,89,10930.26,0,Potential Loyalists
12974,198,1,144.8,1,Champions / VIPs
12976,212,1,738.6,1,Champions / VIPs
12977,156,1,39.24,1,Champions / VIPs
12980,156,12,7092.06,3,Loyal Customers
12981,30,2,372.21999999999997,3,Loyal Customers
12982,240,2,377.2,1,Champions / VIPs
12984,19,1,97.5,3,Loyal Customers
12985,1,3,1215.62,3,Loyal Customers
12987,74,3,545.0,3,Loyal Customers
12988,292,1,535.32,1,Champions / VIPs
12989,3,19,6854.51,0,Potential Loyalists
12990,31,3,409.5,3,Loyal Customers
12991,23,2,503.76,3,Loyal Customers
12993,23,4,414.76,3,Loyal Customers
12994,4,5,902.22,3,Loyal Customers
12995,78,2,200.72,3,Loyal Customers
12997,22,7,1197.94,3,Loyal Customers
12999,196,3,455.88,1,Champions / VIPs
13000,107,3,534.85,3,Loyal Customers
13001,4,15,9797.92,0,Potential Loyalists
13002,318,1,120.94999999999999,1,Champions / VIPs
13003,106,3,149.05,3,Loyal Customers
13004,12,22,5613.43,0,Potential Loyalists
13005,174,3,468.95,1,Champions / VIPs
13006,56,1,81.57,3,Loyal Customers
13008,323,2,178.46999999999997,1,Champions / VIPs
13011,372,1,50.550000000000004,1,Champions / VIPs
13012,9,11,1311.6200000000001,3,Loyal Customers
13013,1,15,4786.99,3,Loyal Customers
13014,3,16,3365.43,3,Loyal Customers
13015,53,5,3346.28,3,Loyal Customers
13016,73,3,789.89,3,Loyal Customers
13017,7,1,204.0,3,Loyal Customers
13018,16,29,7272.75,0,Potential Loyalists
13021,4,12,2584.4,3,Loyal Customers
13023,64,2,689.9,3,Loyal Customers
13026,1,8,936.15,3,Loyal Customers
13027,114,6,6912.0,3,Loyal Customers
13028,23,3,659.68,3,Loyal Customers
13029,31,3,1247.5,3,Loyal Customers
13030,11,2,799.48,3,Loyal Customers
13032,39,3,996.52,3,Loyal Customers
13033,357,1,190.55,1,Champions / VIPs
13034,55,2,642.77,3,Loyal Customers
13035,58,3,886.63,3,Loyal Customers
13037,138,3,881.07,3,Loyal Customers
13038,80,3,908.46,3,Loyal Customers
13040,9,2,676.99,3,Loyal Customers
13043,254,2,471.57,1,Champions / VIPs
13044,291,1,560.47,1,Champions / VIPs
13045,99,1,305.28000000000003,3,Loyal Customers
13046,31,2,629.31,3,Loyal Customers
13047,32,18,3079.1,3,Loyal Customers
13048,14,5,1805.91,3,Loyal Customers
13049,64,2,656.6800000000001,3,Loyal Customers
13050,9,28,5684.61,0,Potential Loyalists
13052,212,1,348.15,1,Champions / VIPs
13055,64,4,1201.96,3,Loyal Customers
13058,25,3,271.40000000000003,3,Loyal Customers
13059,250,1,183.4,1,Champions / VIPs
13060,254,1,307.53000000000003,1,Champions / VIPs
13061,72,1,248.61,3,Loyal Customers
13062,191,1,346.98,1,Champions / VIPs
13064,13,4,1119.49,3,Loyal Customers
13065,373,1,205.86,1,Champions / VIPs
13066,24,3,430.9,3,Loyal Customers
13067,82,1,115.46,3,Loyal Customers
13068,10,2,344.0,3,Loyal Customers
13069,1,27,3717.82,0,Potential Loyalists
13070,192,1,228.8,1,Champions / VIPs
13072,267,1,177.15,1,Champions / VIPs
13075,130,1,919.61,3,Loyal Customers
13077,1,4,729.27,3,Loyal Customers
13078,1,43,12432.28,0,Potential Loyalists
13079,4,5,220.10000000000002,3,Loyal Customers
13080,179,1,58.08,1,Champions / VIPs
13081,1,21,27964.48,0,Potential Loyalists
13082,126,10,3595.48,3,Loyal Customers
13083,4,2,303.75,3,Loyal Customers
13085,158,3,272.38,1,Champions / VIPs
13089,3,118,57385.88,2,At Risk
13090,9,18,8689.39,0,Potential Loyalists
13091,21,2,319.82,3,Loyal Customers
13092,71,6,459.83,3,Loyal Customers
13093,267,13,7741.47,1,Champions / VIPs
13094,21,16,1708.8600000000001,3,Loyal Customers
13095,71,1,74.39999999999999,3,Loyal Customers
13097,33,14,5893.32,3,Loyal Customers
13098,1,41,28658.88,0,Potential Loyalists
13099,99,1,207.36,3,Loyal Customers
13101,234,1,101.19,1,Champions / VIPs
13102,1,27,6336.29,0,Potential Loyalists
13103,40,1,243.94,3,Loyal Customers
13104,3,6,1098.48,3,Loyal Customers
13106,129,2,59.5,3,Loyal Customers
13107,44,5,1524.07,3,Loyal Customers
13108,373,1,350.06,1,Champions / VIPs
13109,3,5,766.84,3,Loyal Customers
13110,31,8,1452.8700000000001,3,Loyal Customers
13113,1,40,10510.0,0,Potential Loyalists
13115,9,14,2205.63,3,Loyal Customers
13116,117,2,485.19,3,Loyal Customers
13117,22,8,984.91,3,Loyal Customers
13118,20,7,1125.0,3,Loyal Customers
13120,239,1,30.6,1,Champions / VIPs
13121,269,2,254.73,1,Champions / VIPs
13122,94,2,922.39,3,Loyal Customers
13124,90,3,3866.33,3,Loyal Customers
13126,5,10,2056.29,3,Loyal Customers
13127,78,1,259.17,3,Loyal Customers
13130,94,1,64.0,3,Loyal Customers
13131,23,4,1039.3,3,Loyal Customers
13132,262,1,77.3,1,Champions / VIPs
13133,274,2,109.8,1,Champions / VIPs
13134,73,7,1740.63,3,Loyal Customers
13135,197,1,3096.0,1,Champions / VIPs
13136,50,11,2545.38,3,Loyal Customers
13137,11,9,3605.08,3,Loyal Customers
13138,22,6,962.39,3,Loyal Customers
13139,16,8,5055.79,3,Loyal Customers
13140,108,3,423.72,3,Loyal Customers
13141,85,6,2385.8,3,Loyal Customers
13142,19,1,307.09000000000003,3,Loyal Customers
13144,333,1,110.95,1,Champions / VIPs
13145,40,5,614.77,3,Loyal Customers
13146,26,1,228.91,3,Loyal Customers
13147,10,4,712.8,3,Loyal Customers
13148,29,17,3348.48,3,Loyal Customers
13149,14,4,1676.06,3,Loyal Customers
13151,203,2,1250.3700000000001,1,Champions / VIPs
13153,6,1,486.22,3,Loyal Customers
13154,144,1,-611.86,1,Champions / VIPs
13155,33,4,971.76,3,Loyal Customers
13157,49,5,1721.57,3,Loyal Customers
13158,95,4,1201.06,3,Loyal Customers
13159,9,5,1379.75,3,Loyal Customers
13160,22,1,91.8,3,Loyal Customers
13161,313,1,112.75,1,Champions / VIPs
13162,122,5,1644.99,3,Loyal Customers
13165,46,2,1021.48,3,Loyal Customers
